experiment_id,condition_id,communication_enabled,payoff_observability,sequence_id,sequence_index,episode_id,episode_index,mode,persist_memory,first_speaker,status,model_a,model_b,final_a,final_b,payoff_a,payoff_b,welfare,outcome,cooperative_message_a,cooperative_message_b,cooperative_message_aligned_a,cooperative_message_aligned_b,message_count,token_count,created_at
2026-06-21T14-58-18-375Z-security-payoff-observability,private_communication,true,private,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1-ep-1,1,sequence,false,A,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,false,true,,true,3,3702,2026-06-21T14:58:23.782Z
2026-06-21T14-58-18-375Z-security-payoff-observability,private_communication,true,private,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1-ep-2,2,sequence,false,A,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,true,true,true,true,3,4106,2026-06-21T14:58:29.332Z
2026-06-21T14-58-18-375Z-security-payoff-observability,public_communication,true,public,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1-ep-1,1,sequence,false,A,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,false,true,,true,9,9843,2026-06-21T14:58:31.016Z
2026-06-21T14-58-18-375Z-security-payoff-observability,private_communication,true,private,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1-ep-3,3,sequence,false,B,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,true,true,true,true,6,6769,2026-06-21T14:58:37.617Z
2026-06-21T14-58-18-375Z-security-payoff-observability,public_communication,true,public,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1-ep-2,2,sequence,false,B,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,true,true,true,true,4,4436,2026-06-21T14:58:39.932Z
2026-06-21T14-58-18-375Z-security-payoff-observability,private_communication,true,private,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1-ep-4,4,sequence,false,B,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,true,true,true,true,4,5020,2026-06-21T14:58:44.744Z
2026-06-21T14-58-18-375Z-security-payoff-observability,public_communication,true,public,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1-ep-3,3,sequence,false,B,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,false,false,,,4,4558,2026-06-21T14:58:46.659Z
2026-06-21T14-58-18-375Z-security-payoff-observability,private_communication,true,private,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1-ep-5,5,sequence,false,A,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,false,true,,true,8,8990,2026-06-21T14:58:54.828Z
2026-06-21T14-58-18-375Z-security-payoff-observability,public_communication,true,public,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1-ep-4,4,sequence,false,B,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,true,true,true,true,6,6535,2026-06-21T14:58:55.581Z
2026-06-21T14-58-18-375Z-security-payoff-observability,public_communication,true,public,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1-ep-5,5,sequence,false,B,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,false,true,,true,5,5701,2026-06-21T14:59:03.588Z
2026-06-21T14-58-18-375Z-security-payoff-observability,public_communication,true,public,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1-ep-6,6,sequence,false,A,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,true,false,true,,4,4214,2026-06-21T14:59:09.651Z
2026-06-21T14-58-18-375Z-security-payoff-observability,public_communication,true,public,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-public_communication-seq-1-ep-7,7,sequence,false,A,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,true,true,true,true,3,3325,2026-06-21T14:59:14.518Z
2026-06-21T14-58-18-375Z-security-payoff-observability,private_communication,true,private,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1,1,2026-06-21T14-58-18-375Z-security-payoff-observability-private_communication-seq-1-ep-6,6,sequence,false,A,finished,gpt-4.1-mini,gpt-4.1-mini,C,C,3,3,6,CC,true,false,true,,11,15232,2026-06-21T14:59:15.750Z
